Time,GLOBAL time,MPH,RPM,Voltage,Fuel Pressure,Pitot 1,Pitot 2,Pitot 3,Manifold Absolute Pressure,Lambda,pitot 4,Brake Pressure Front,Brake Pressure Rear
7537476,11/10/24_11:35:3.483,0,0,130,0,65526,65533,65529,996,127,65532,53,52
7637477,11/10/24_11:35:3.583,0,0,130,0,65526,65533,65529,996,127,65532,58,52
7738473,11/10/24_11:35:3.683,0,0,130,0,65526,65533,65529,996,127,65532,58,52
7838475,11/10/24_11:35:3.783,0,0,130,0,65526,65533,65529,996,127,65532,53,53
7938476,11/10/24_11:35:3.883,0,0,130,0,65526,65533,65529,997,127,65532,58,48
8038475,11/10/24_11:35:3.963,0,0,130,0,65526,65533,65529,996,127,65532,52,47
8139476,11/10/24_11:35:4.83,0,0,130,0,65526,65533,65529,996,127,65532,57,52
8239476,11/10/24_11:35:4.183,0,0,130,0,65526,65533,65529,996,127,65532,58,52
8339474,11/10/24_11:35:4.283,0,0,130,0,65526,65533,65529,997,127,65532,52,47
8440477,11/10/24_11:35:4.383,0,0,130,0,65526,65533,65529,996,127,65532,53,47
8540475,11/10/24_11:35:4.483,0,0,130,0,65526,65533,65529,996,128,65532,58,52
8640479,11/10/24_11:35:4.583,0,0,130,0,65526,65533,65529,996,128,65532,52,47
8740476,11/10/24_11:35:4.683,0,0,130,0,65526,65533,65529,996,128,65532,53,47
8840476,11/10/24_11:35:4.783,0,0,130,0,65526,65533,65529,996,128,65532,58,47
8940475,11/10/24_11:35:4.883,0,0,130,0,65526,65533,65529,996,128,65532,57,52
9040472,11/10/24_11:35:4.983,0,0,130,0,65526,65533,65529,997,128,65532,53,47
9141475,11/10/24_11:35:5.83,0,0,130,0,65526,65533,65529,996,128,65532,58,42
9241478,11/10/24_11:35:5.183,0,0,130,0,65526,65533,65529,997,128,65532,58,53
9341475,11/10/24_11:35:5.283,0,0,130,0,65526,65533,65529,997,128,65532,47,52
9441474,11/10/24_11:35:5.383,0,0,130,0,65526,65533,65529,996,128,65532,58,53
9541476,11/10/24_11:35:5.483,0,0,130,0,65526,65533,65529,996,128,65532,57,47
9641475,11/10/24_11:35:5.583,0,0,130,0,65526,65533,65529,997,128,65532,53,52
9742473,11/10/24_11:35:5.683,0,0,130,0,65526,65533,65529,997,128,65532,57,47
9842475,11/10/24_11:35:5.783,0,0,130,0,65526,65533,65529,996,128,65532,52,52
9942476,11/10/24_11:35:5.883,0,0,130,0,65526,65533,65529,997,128,65532,53,52
10042476,11/10/24_11:35:5.983,0,0,130,0,65526,65533,65529,996,128,65532,53,48
10142474,11/10/24_11:35:6.83,0,0,130,0,65526,65533,65529,996,128,65532,53,47
10242475,11/10/24_11:35:6.183,0,0,130,0,65526,65533,65529,996,128,65532,53,52
10342475,11/10/24_11:35:6.283,0,0,130,0,65526,65533,65529,996,128,65532,57,52
10443476,11/10/24_11:35:6.383,0,0,130,0,65526,65533,65529,996,128,65532,53,52
10543484,11/10/24_11:35:6.483,0,0,130,0,65526,65533,65529,996,128,65532,58,47
10643479,11/10/24_11:35:6.583,0,0,130,0,65526,65533,65529,996,128,65532,58,48
10743478,11/10/24_11:35:6.683,0,0,130,0,65526,65533,65529,996,128,65532,58,52
10851567,11/10/24_11:35:6.803,0,0,130,0,65526,65533,65529,997,128,65532,53,47
10951477,11/10/24_11:35:6.903,0,0,130,0,65526,65533,65529,996,128,65532,52,52
11052475,11/10/24_11:35:7.3,0,0,130,0,65526,65533,65529,996,128,65532,58,47
11152473,11/10/24_11:35:7.103,0,0,130,0,65526,65533,65529,996,128,65532,53,48
11252477,11/10/24_11:35:7.203,0,0,130,0,65526,65533,65529,996,128,65532,53,42
11352475,11/10/24_11:35:7.303,0,0,130,0,65526,65533,65529,997,128,65532,52,52
11452472,11/10/24_11:35:7.403,0,0,130,0,65526,65533,65529,996,128,65532,53,47
11552475,11/10/24_11:35:7.503,0,0,130,0,65526,65533,65529,996,128,65532,57,52
11652475,11/10/24_11:35:7.603,0,0,130,0,65526,65533,65529,996,129,65532,53,48
11753483,11/10/24_11:35:7.703,0,0,130,0,65526,65533,65529,996,129,65532,53,52
11853476,11/10/24_11:35:7.803,0,0,130,0,65526,65533,65529,996,129,65532,53,47
11953481,11/10/24_11:35:7.903,0,0,130,0,65526,65533,65529,996,129,65532,53,47
12053475,11/10/24_11:35:8.3,0,0,130,0,65526,65533,65529,996,129,65532,53,48
12153479,11/10/24_11:35:8.83,0,0,130,0,65526,65533,65529,996,129,65532,58,52
12253478,11/10/24_11:35:8.203,0,0,130,0,65526,65533,65529,997,129,65532,58,47
12354479,11/10/24_11:35:8.303,0,0,130,0,65526,65533,65529,996,129,65532,58,53
12454476,11/10/24_11:35:8.403,0,0,130,0,65526,65533,65529,996,129,65532,58,47
12554479,11/10/24_11:35:8.503,0,0,130,0,65526,65533,65529,996,129,65532,58,52
12654476,11/10/24_11:35:8.603,0,0,130,0,65526,65533,65529,997,129,65532,53,52
12754475,11/10/24_11:35:8.703,0,0,130,0,65526,65533,65529,996,129,65532,53,58
12854477,11/10/24_11:35:8.803,0,0,130,0,65526,65533,65529,996,129,65532,53,52
12954476,11/10/24_11:35:8.903,0,0,130,0,65526,65533,65529,996,129,65532,57,47
13055476,11/10/24_11:35:9.3,0,0,130,0,65526,65533,65529,996,129,65532,52,47
13155479,11/10/24_11:35:9.103,0,0,130,0,65526,65533,65529,996,129,65532,58,52
13255478,11/10/24_11:35:9.203,0,0,130,0,65526,65533,65529,996,129,65532,58,53
13355476,11/10/24_11:35:9.303,0,0,130,0,65526,65533,65529,997,129,65532,47,47
13455479,11/10/24_11:35:9.403,0,0,130,0,65526,65533,65529,997,129,65532,58,47
13555478,11/10/24_11:35:9.503,0,0,130,0,65526,65533,65529,997,129,65532,58,47
13656475,11/10/24_11:35:9.603,0,0,130,0,65526,65533,65529,997,130,65532,52,47
13756475,11/10/24_11:35:9.703,0,0,130,0,65526,65533,65529,997,130,65532,57,47
13856473,11/10/24_11:35:9.803,0,0,130,0,65526,65533,65529,997,130,65532,53,42
13956476,11/10/24_11:35:9.903,0,0,130,0,65526,65533,65529,997,130,65532,58,52
14056476,11/10/24_11:35:10.3,0,0,130,0,65526,65533,65529,997,130,65532,53,52
14156475,11/10/24_11:35:10.103,0,0,130,0,65526,65533,65529,996,130,65532,58,47
14256474,11/10/24_11:35:10.203,0,0,130,0,65526,65533,65529,996,130,65532,58,52
14357475,11/10/24_11:35:10.303,0,0,130,0,65526,65533,65529,996,130,65532,58,47
14457475,11/10/24_11:35:10.403,0,0,130,0,65526,65533,65529,996,130,65532,53,47
14557477,11/10/24_11:35:10.503,0,0,130,0,65526,65533,65529,996,130,65532,58,47
14657476,11/10/24_11:35:10.603,0,0,130,0,65526,65533,65529,996,130,65532,58,47
14757476,11/10/24_11:35:10.703,0,0,130,0,65526,65533,65529,997,130,65532,58,52
14857476,11/10/24_11:35:10.803,0,0,130,0,65526,65533,65529,997,130,65532,53,47
14957474,11/10/24_11:35:10.903,0,0,130,0,65526,65533,65529,996,130,65532,58,47
15058476,11/10/24_11:35:11.3,0,0,130,0,65526,65533,65529,996,130,65532,58,52
15158479,11/10/24_11:35:11.103,0,0,130,0,65526,65533,65529,996,130,65532,57,47
15258481,11/10/24_11:35:11.203,0,0,130,0,65526,65533,65529,996,130,65532,58,47
15358476,11/10/24_11:35:11.303,0,0,130,0,65526,65533,65529,996,130,65532,58,52
15458475,11/10/24_11:35:11.403,0,0,130,0,65526,65533,65529,997,130,65532,57,52
15558485,11/10/24_11:35:11.503,0,0,130,0,65526,65533,65529,996,131,65532,57,52
15659478,11/10/24_11:35:11.603,0,0,130,0,65526,65533,65529,996,131,65532,53,52
15759479,11/10/24_11:35:11.703,0,0,130,0,65526,65533,65529,996,131,65532,58,47
15859480,11/10/24_11:35:11.803,0,0,130,0,65526,65533,65529,996,131,65532,53,52
15967646,11/10/24_11:35:11.903,0,0,130,0,65526,65533,65529,996,131,65532,58,52
16067478,11/10/24_11:35:12.23,0,0,130,0,65526,65533,65529,996,131,65532,52,47
16167479,11/10/24_11:35:12.123,0,0,130,0,65526,65533,65529,997,131,65532,58,58
16267472,11/10/24_11:35:12.223,0,0,130,0,65526,65533,65529,996,131,65532,58,52
16368476,11/10/24_11:35:12.323,0,0,130,0,65526,65533,65529,996,131,65532,53,47
16468486,11/10/24_11:35:12.423,0,0,130,0,65526,65533,65529,996,131,65532,53,48
16568476,11/10/24_11:35:12.523,0,0,130,0,65526,65533,65529,996,131,65532,58,52
16668472,11/10/24_11:35:12.603,0,0,130,0,65526,65533,65529,996,131,65532,53,48
16768476,11/10/24_11:35:12.723,0,0,130,0,65526,65533,65529,996,131,65532,53,47
16868476,11/10/24_11:35:12.823,0,0,130,0,65526,65533,65529,996,131,65532,58,42
16969473,11/10/24_11:35:12.903,0,0,130,0,65526,65533,65529,997,131,65532,53,52
17069475,11/10/24_11:35:13.23,0,0,130,0,65526,65533,65529,996,131,65532,58,48
17169475,11/10/24_11:35:13.123,0,0,130,0,65526,65533,65529,996,131,65532,52,47
17269475,11/10/24_11:35:13.203,0,0,130,0,65526,65533,65529,996,131,65532,53,47
17369472,11/10/24_11:35:13.303,0,0,130,0,65526,65533,65529,996,131,65532,53,47
17469475,11/10/24_11:35:13.423,0,0,130,0,65526,65533,65529,996,131,65532,53,47
17569476,11/10/24_11:35:13.523,0,0,130,0,65526,65533,65529,997,131,65532,53,52
17670473,11/10/24_11:35:13.603,0,0,130,0,65526,65533,65529,996,131,65532,53,52
17770477,11/10/24_11:35:13.723,0,0,130,0,65526,65533,65529,996,131,65532,52,47
17870477,11/10/24_11:35:13.823,0,0,130,0,65526,65533,65529,996,131,65532,58,48
17970474,11/10/24_11:35:13.883,0,0,130,0,65526,65533,65529,996,131,65532,58,47
18070475,11/10/24_11:35:14.23,0,0,130,0,65526,65533,65529,996,131,65532,57,47
18170479,11/10/24_11:35:14.123,0,0,130,0,65526,65533,65529,996,131,65532,58,52
18271475,11/10/24_11:35:14.223,0,0,130,0,65526,65533,65529,997,131,65532,53,52
18371475,11/10/24_11:35:14.303,0,0,130,0,65526,65533,65529,996,131,65532,53,52
18471477,11/10/24_11:35:14.423,0,0,130,0,65526,65533,65529,996,131,65532,53,47
18571475,11/10/24_11:35:14.523,0,0,130,0,65526,65533,65529,997,131,65532,53,52
18671472,11/10/24_11:35:14.603,0,0,130,0,65526,65533,65529,996,131,65532,53,47
18771477,11/10/24_11:35:14.723,0,0,130,0,65526,65533,65529,996,131,65532,53,47
18871476,11/10/24_11:35:14.823,0,0,130,0,65526,65533,65529,996,131,65532,58,52
18972476,11/10/24_11:35:14.863,0,0,130,0,65526,65533,65529,997,131,65532,53,47
19072472,11/10/24_11:35:15.23,0,0,130,0,65526,65533,65529,996,131,65532,58,52
19172475,11/10/24_11:35:15.123,0,0,130,0,65526,65533,65529,997,132,65532,53,52
19272479,11/10/24_11:35:15.223,0,0,130,0,65526,65533,65529,996,132,65532,58,47
19372472,11/10/24_11:35:15.303,0,0,130,0,65526,65533,65529,996,132,65532,53,52
19472475,11/10/24_11:35:15.423,0,0,130,0,65526,65533,65529,996,132,65532,58,52
19573475,11/10/24_11:35:15.523,0,0,130,0,65526,65533,65529,997,132,65532,58,47
19673482,11/10/24_11:35:15.623,0,0,130,0,65526,65533,65529,996,132,65532,58,48
19773476,11/10/24_11:35:15.723,0,0,130,0,65526,65533,65529,996,132,65532,52,47
19873478,11/10/24_11:35:15.823,0,0,130,0,65526,65533,65529,996,132,65532,58,52
19973481,11/10/24_11:35:15.923,0,0,130,0,65526,65533,65529,996,132,65532,58,47
20073486,11/10/24_11:35:16.3,0,0,130,0,65526,65533,65529,996,132,65532,57,47
20173476,11/10/24_11:35:16.123,0,0,130,0,65526,65533,65529,996,132,65532,53,52
20274484,11/10/24_11:35:16.223,0,0,130,0,65526,65533,65529,996,132,65532,52,47
20374479,11/10/24_11:35:16.303,0,0,130,0,65526,65533,65529,996,132,65532,58,47
20474478,11/10/24_11:35:16.423,0,0,130,0,65526,65533,65529,996,132,65532,62,52
20574478,11/10/24_11:35:16.523,0,0,130,0,65526,65533,65529,997,132,65532,58,47
20674476,11/10/24_11:35:16.603,0,0,130,0,65526,65533,65529,996,132,65532,58,47
20774479,11/10/24_11:35:16.723,0,0,130,0,65526,65533,65529,996,132,65532,58,47
20875481,11/10/24_11:35:16.823,0,0,130,0,65526,65533,65529,996,132,65532,58,47
20975475,11/10/24_11:35:16.923,0,0,130,0,65526,65533,65529,996,132,65532,58,48
21083572,11/10/24_11:35:17.23,0,0,130,0,65526,65533,65529,996,132,65532,53,48
21183482,11/10/24_11:35:17.123,0,0,130,0,65526,65533,65529,996,132,65532,62,47
21283485,11/10/24_11:35:17.223,0,0,130,0,65526,65533,65529,996,132,65532,53,52
21383478,11/10/24_11:35:17.323,0,0,130,0,65526,65533,65529,996,132,65532,58,47
21483482,11/10/24_11:35:17.423,0,0,130,0,65526,65533,65529,996,132,65532,58,53
21584480,11/10/24_11:35:17.523,0,0,130,0,65526,65533,65529,997,132,65532,58,47
21684487,11/10/24_11:35:17.623,0,0,130,0,65526,65533,65529,996,132,65532,52,47
21784479,11/10/24_11:35:17.723,0,0,130,0,65526,65533,65529,996,132,65532,58,52
21884475,11/10/24_11:35:17.823,0,0,130,0,65526,65533,65529,996,132,65532,58,52
21984481,11/10/24_11:35:17.923,0,0,130,0,65526,65533,65529,996,133,65532,58,52
22084475,11/10/24_11:35:18.23,0,0,130,0,65526,65533,65529,996,133,65532,58,47
22184479,11/10/24_11:35:18.123,0,0,130,0,65526,65533,65529,997,133,65532,48,48
22285476,11/10/24_11:35:18.243,0,0,130,0,65526,65533,65529,996,133,65532,53,48
22385475,11/10/24_11:35:18.343,0,0,130,0,65526,65533,65529,997,133,65532,58,52
22485475,11/10/24_11:35:18.443,0,0,130,0,65526,65533,65529,996,133,65532,53,47
22585488,11/10/24_11:35:18.543,0,0,130,0,65526,65533,65529,996,133,65532,58,47
22685476,11/10/24_11:35:18.643,0,0,130,0,65526,65533,65529,996,133,65532,53,52
22786476,11/10/24_11:35:18.723,0,0,130,0,65526,65533,65529,996,133,65532,58,47
22887475,11/10/24_11:35:18.843,0,0,130,0,65526,65533,65529,996,133,65532,53,53
22987476,11/10/24_11:35:18.943,0,0,130,0,65526,65533,65529,996,133,65532,58,53
23087479,11/10/24_11:35:19.43,0,0,130,0,65526,65533,65529,996,133,65532,58,47
23187472,11/10/24_11:35:19.123,0,0,130,0,65526,65533,65529,996,133,65532,58,47
23287475,11/10/24_11:35:19.243,0,0,130,0,65526,65533,65529,996,133,65532,58,47
23387476,11/10/24_11:35:19.343,0,0,130,0,65526,65533,65529,997,133,65532,53,47
23487472,11/10/24_11:35:19.443,0,0,130,0,65526,65533,65529,997,133,65532,53,52
23588477,11/10/24_11:35:19.543,0,0,130,0,65526,65533,65529,997,133,65532,58,47
23688479,11/10/24_11:35:19.643,0,0,130,0,65526,65533,65529,996,133,65532,58,47
23788477,11/10/24_11:35:19.743,0,0,130,0,65526,65533,65529,996,133,65532,58,42
23888473,11/10/24_11:35:19.823,0,0,130,0,65526,65533,65529,996,133,65532,58,43
23988477,11/10/24_11:35:19.943,0,0,130,0,65526,65533,65529,996,133,65532,53,52
24088480,11/10/24_11:35:20.43,0,0,130,0,65526,65533,65529,996,133,65532,57,47
24189473,11/10/24_11:35:20.123,0,0,130,0,65526,65533,65529,997,133,65532,52,47
24289476,11/10/24_11:35:20.243,0,0,130,0,65526,65533,65529,996,133,65532,53,52
24389475,11/10/24_11:35:20.343,0,0,130,0,65526,65533,65529,997,133,65532,58,52
24489477,11/10/24_11:35:20.443,0,0,130,0,65526,65533,65529,996,133,65532,58,52
24589477,11/10/24_11:35:20.543,0,0,130,0,65526,65533,65529,996,133,65532,58,47
24689476,11/10/24_11:35:20.643,0,0,130,0,65526,65533,65529,996,133,65532,58,47
24789479,11/10/24_11:35:20.743,0,0,130,0,65526,65533,65529,996,133,65532,58,47
24890472,11/10/24_11:35:20.823,0,0,130,0,65526,65533,65529,996,134,65532,57,52
24990477,11/10/24_11:35:20.943,0,0,130,0,65526,65533,65529,996,133,65532,57,47
25090475,11/10/24_11:35:21.43,0,0,130,0,65526,65533,65529,996,134,65532,57,47
25190474,11/10/24_11:35:21.123,0,0,130,0,65526,65533,65529,996,134,65532,52,47
25290475,11/10/24_11:35:21.243,0,0,130,0,65526,65533,65529,996,133,65532,53,47
25390477,11/10/24_11:35:21.343,0,0,130,0,65526,65533,65529,997,134,65532,58,48
25491476,11/10/24_11:35:21.443,0,0,130,0,65526,65533,65529,996,134,65532,53,47
25591477,11/10/24_11:35:21.523,0,0,130,0,65526,65533,65529,996,134,65532,58,47
25691475,11/10/24_11:35:21.643,0,0,130,0,65526,65533,65529,996,134,65532,52,47
25791475,11/10/24_11:35:21.743,0,0,130,0,65526,65533,65529,997,134,65532,58,47
25891472,11/10/24_11:35:21.843,0,0,130,0,65526,65533,65529,997,134,65532,58,52
25991475,11/10/24_11:35:21.943,0,0,130,0,65526,65533,65529,996,134,65532,53,47
26091476,11/10/24_11:35:22.43,0,0,130,0,65526,65533,65529,996,134,65532,52,42
26200673,11/10/24_11:35:22.143,0,0,130,0,65526,65533,65529,997,134,65532,53,47
26300472,11/10/24_11:35:22.243,0,0,130,0,65526,65533,65529,996,134,65532,58,47
26400485,11/10/24_11:35:22.343,0,0,130,0,65526,65533,65529,996,134,65532,53,47
26500475,11/10/24_11:35:22.443,0,0,130,0,65526,65533,65529,997,134,65532,53,47
26600474,11/10/24_11:35:22.523,0,0,130,0,65526,65533,65529,997,134,65532,53,47
26701482,11/10/24_11:35:22.643,0,0,130,0,65526,65533,65529,996,134,65532,53,47
26801476,11/10/24_11:35:22.743,0,0,130,0,65526,65533,65529,996,134,65532,58,47
26901475,11/10/24_11:35:22.823,0,0,130,0,65526,65533,65529,996,134,65532,53,47
27001472,11/10/24_11:35:22.943,0,0,130,0,65526,65533,65529,997,134,65532,58,47
27101476,11/10/24_11:35:23.43,0,0,130,0,65526,65533,65529,996,134,65532,58,52
27201475,11/10/24_11:35:23.143,0,0,130,0,65526,65533,65529,996,134,65532,58,47
27301472,11/10/24_11:35:23.243,0,0,130,0,65526,65533,65529,996,134,65532,53,47
27402476,11/10/24_11:35:23.343,0,0,130,0,65526,65533,65529,996,134,65532,58,47
27502476,11/10/24_11:35:23.443,0,0,130,0,65526,65533,65529,996,134,65532,63,47
27602473,11/10/24_11:35:23.543,0,0,130,0,65526,65533,65529,996,134,65532,57,47
27702477,11/10/24_11:35:23.643,0,0,130,0,65526,65533,65529,996,134,65532,58,53
27802475,11/10/24_11:35:23.743,0,0,130,0,65526,65533,65529,996,134,65532,53,47
27902476,11/10/24_11:35:23.843,0,0,130,0,65526,65533,65529,996,134,65532,53,52
28003483,11/10/24_11:35:23.943,0,0,130,0,65526,65533,65529,996,134,65532,53,52
28103477,11/10/24_11:35:24.43,0,0,130,0,65526,65533,65529,996,134,65532,53,52
28203479,11/10/24_11:35:24.143,0,0,130,0,65526,65533,65529,996,134,65532,58,47
28303482,11/10/24_11:35:24.243,0,0,130,0,65526,65533,65529,996,134,65532,58,47
28403476,11/10/24_11:35:24.343,0,0,130,0,65526,65533,65529,996,134,65532,58,47
28503475,11/10/24_11:35:24.443,0,0,130,0,65526,65533,65529,997,134,65532,53,47
28603475,11/10/24_11:35:24.523,0,0,130,0,65526,65533,65529,996,134,65532,52,47
28704478,11/10/24_11:35:24.643,0,0,130,0,65526,65533,65529,996,134,65532,57,52
28804478,11/10/24_11:35:24.743,0,0,130,0,65526,65533,65529,996,134,65532,57,52
28904481,11/10/24_11:35:24.843,0,0,130,0,65526,65533,65529,996,134,65532,53,52
29004476,11/10/24_11:35:24.943,0,0,130,0,65526,65533,65529,996,134,65532,58,52
29104476,11/10/24_11:35:25.43,0,0,130,0,65526,65533,65529,996,134,65532,53,47
29204478,11/10/24_11:35:25.143,0,0,130,0,65526,65533,65529,996,134,65532,53,52
29305479,11/10/24_11:35:25.223,0,0,130,0,65526,65533,65529,996,134,65532,53,47
29405480,11/10/24_11:35:25.363,0,0,130,0,65526,65533,65529,996,134,65532,63,48
29505475,11/10/24_11:35:25.463,0,0,130,0,65526,65533,65529,996,134,65532,57,47
29605479,11/10/24_11:35:25.563,0,0,130,0,65526,65533,65529,996,134,65532,52,47
29705477,11/10/24_11:35:25.643,0,0,130,0,65526,65533,65529,996,134,65532,58,47
29805479,11/10/24_11:35:25.763,0,0,130,0,65526,65533,65529,996,135,65532,58,43
29905475,11/10/24_11:35:25.863,0,0,130,0,65526,65533,65529,996,135,65532,58,47
30006476,11/10/24_11:35:25.963,0,0,130,0,65526,65533,65529,997,135,65532,58,47
30106476,11/10/24_11:35:26.63,0,0,130,0,65526,65533,65529,996,135,65532,58,47
30206476,11/10/24_11:35:26.163,0,0,130,0,65526,65533,65529,997,135,65532,53,47
30306484,11/10/24_11:35:26.263,0,0,130,0,65526,65533,65529,996,135,65532,53,47
30406476,11/10/24_11:35:26.343,0,0,130,0,65526,65533,65529,997,135,65532,53,47
30506480,11/10/24_11:35:26.463,0,0,130,0,65526,65533,65529,996,135,65532,58,52
