Time,GLOBAL time,MPH,RPM,Voltage,Fuel Pressure,Pitot 1,Pitot 2,Pitot 3,Manifold Absolute Pressure,Lambda,pitot 4,Brake Pressure Front,Brake Pressure Rear
8111042,11/10/24_10:19:59.308,0,0,130,1,65526,65533,65529,996,116,65532,47,36
8211042,11/10/24_10:19:59.408,0,0,130,1,65526,65533,65529,996,116,65532,53,37
8311042,11/10/24_10:19:59.488,0,0,130,1,65526,65533,65529,996,116,65532,42,32
8412045,11/10/24_10:19:59.608,0,0,130,1,65526,65533,65529,996,116,65532,47,37
8513042,11/10/24_10:19:59.708,0,0,130,1,65526,65533,65529,996,116,65532,47,37
8613052,11/10/24_10:19:59.768,0,0,130,1,65526,65532,65529,996,116,65532,42,42
8729046,11/10/24_10:19:59.928,0,0,130,1,65526,65533,65529,996,117,65532,42,37
8831051,11/10/24_10:20:0.28,0,0,130,1,65526,65533,65529,996,117,65532,42,37
8977584,11/10/24_10:20:0.168,0,0,130,1,65526,65533,65529,996,117,65532,42,37
9077043,11/10/24_10:20:0.268,0,0,130,1,65526,65533,65529,996,117,65532,47,32
9177045,11/10/24_10:20:0.328,0,0,130,1,65526,65533,65529,996,117,65532,42,36
9277042,11/10/24_10:20:0.468,0,0,130,1,65526,65533,65529,996,117,65532,42,32
9384045,11/10/24_10:20:0.568,0,0,130,1,65526,65533,65529,996,117,65532,47,37
9484046,11/10/24_10:20:0.668,0,0,130,1,65526,65533,65529,996,117,65532,47,36
9584048,11/10/24_10:20:0.748,0,0,130,1,65526,65533,65529,996,117,65532,42,37
9684060,11/10/24_10:20:0.868,0,0,130,1,65526,65533,65529,996,117,65532,42,32
9784042,11/10/24_10:20:0.968,0,0,130,1,65526,65533,65529,996,117,65532,47,37
9884051,11/10/24_10:20:1.48,0,0,130,1,65526,65533,65529,996,117,65532,42,32
9998055,11/10/24_10:20:1.188,0,0,130,1,65526,65533,65529,996,117,65532,42,37
10098041,11/10/24_10:20:1.288,0,0,130,1,65526,65533,65529,996,117,65532,42,37
10198041,11/10/24_10:20:1.388,0,0,130,1,65526,65533,65529,996,117,65532,48,38
10298050,11/10/24_10:20:1.488,0,0,130,1,65526,65533,65529,996,117,65532,48,38
10399044,11/10/24_10:20:1.588,0,0,130,1,65526,65533,65529,996,117,65532,42,36
10499047,11/10/24_10:20:1.688,0,0,130,1,65526,65533,65529,996,117,65532,42,37
10645335,11/10/24_10:20:1.828,0,0,130,1,65526,65533,65529,996,117,65532,47,31
10819043,11/10/24_10:20:1.998,0,0,130,1,65526,65533,65529,996,117,65532,42,37
10919043,11/10/24_10:20:2.108,0,0,130,1,65526,65533,65529,996,117,65532,42,37
11019050,11/10/24_10:20:2.208,0,0,130,1,65526,65533,65529,996,117,65532,52,36
11123047,11/10/24_10:20:2.308,0,0,130,1,65526,65533,65529,996,117,65532,42,37
11223047,11/10/24_10:20:2.408,0,0,130,1,65526,65533,65529,996,118,65532,42,36
11323042,11/10/24_10:20:2.508,0,0,130,1,65526,65533,65529,996,118,65532,47,32
11423057,11/10/24_10:20:2.608,0,0,130,1,65526,65533,65529,996,118,65532,47,42
11537051,11/10/24_10:20:2.728,0,0,130,1,65526,65533,65529,996,118,65532,42,37
11658045,11/10/24_10:20:2.848,0,0,130,1,65526,65533,65529,996,118,65532,43,38
11758041,11/10/24_10:20:2.948,0,0,130,1,65526,65533,65529,996,118,65532,47,31
11859043,11/10/24_10:20:3.38,0,0,130,1,65526,65533,65529,996,118,65532,42,31
11959051,11/10/24_10:20:3.148,0,0,130,1,65526,65533,65529,996,118,65532,53,38
12065045,11/10/24_10:20:3.248,0,0,130,1,65526,65533,65529,996,118,65532,47,37
12174050,11/10/24_10:20:3.369,0,0,130,1,65526,65533,65529,996,118,65532,47,31
12274042,11/10/24_10:20:3.469,0,0,130,1,65526,65533,65529,996,118,65532,42,37
12374044,11/10/24_10:20:3.569,0,0,130,1,65526,65533,65529,996,118,65532,42,37
12474042,11/10/24_10:20:3.669,0,0,130,1,65526,65533,65529,996,118,65532,42,32
12574038,11/10/24_10:20:3.769,0,0,130,1,65526,65533,65529,996,118,65532,42,32
12690592,11/10/24_10:20:3.889,0,0,130,1,65526,65532,65529,996,118,65532,47,37
12790047,11/10/24_10:20:3.989,0,0,130,1,65526,65533,65529,996,118,65532,42,31
12910042,11/10/24_10:20:4.109,0,0,130,1,65526,65533,65529,996,118,65532,47,36
13010052,11/10/24_10:20:4.209,0,0,130,1,65526,65533,65529,996,118,65532,47,37
13110047,11/10/24_10:20:4.309,0,0,130,1,65526,65533,65529,996,118,65532,42,37
13215044,11/10/24_10:20:4.409,0,0,130,1,65526,65533,65529,996,119,65532,53,38
13315043,11/10/24_10:20:4.509,0,0,130,1,65526,65533,65529,996,119,65533,42,37
13416044,11/10/24_10:20:4.609,0,0,130,1,65526,65533,65529,996,119,65532,42,32
13535039,11/10/24_10:20:4.729,0,0,130,1,65526,65533,65529,996,119,65532,47,37
13635044,11/10/24_10:20:4.829,0,0,130,1,65526,65533,65529,996,119,65532,47,37
13735044,11/10/24_10:20:4.929,0,0,130,1,65526,65533,65529,996,119,65532,42,32
13835054,11/10/24_10:20:5.9,0,0,130,1,65525,65533,65528,996,119,65533,47,36
13936043,11/10/24_10:20:5.129,0,0,130,1,65526,65533,65529,996,119,65532,47,32
14036042,11/10/24_10:20:5.229,0,0,130,1,65526,65533,65529,996,119,65532,42,37
14136038,11/10/24_10:20:5.329,0,0,130,1,65527,65532,65529,996,119,65532,48,38
14247046,11/10/24_10:20:5.429,0,0,130,1,65526,65533,65529,996,119,65532,42,36
14366750,11/10/24_10:20:5.549,0,0,130,1,65526,65533,65529,996,120,65532,42,31
14466043,11/10/24_10:20:5.649,0,0,130,1,65526,65533,65529,996,120,65532,42,31
14566044,11/10/24_10:20:5.729,0,0,130,1,65526,65533,65529,996,120,65532,47,32
14666044,11/10/24_10:20:5.849,0,0,130,1,65526,65533,65529,996,120,65532,52,36
14784045,11/10/24_10:20:5.969,0,0,130,1,65526,65533,65529,996,120,65532,42,37
14891043,11/10/24_10:20:6.89,0,0,130,1,65526,65533,65529,996,120,65532,47,37
14991040,11/10/24_10:20:6.149,0,0,130,1,65526,65533,65529,996,120,65532,42,37
15100044,11/10/24_10:20:6.289,0,0,130,1,65526,65533,65529,996,120,65532,47,36
15200042,11/10/24_10:20:6.389,0,0,130,1,65526,65533,65529,996,120,65532,42,36
15300047,11/10/24_10:20:6.489,0,0,130,1,65526,65533,65529,996,120,65532,47,37
15414044,11/10/24_10:20:6.609,0,0,130,1,65526,65533,65529,996,120,65532,42,37
15514042,11/10/24_10:20:6.709,0,0,130,1,65526,65533,65529,996,120,65532,47,31
15614043,11/10/24_10:20:6.809,0,0,130,1,65526,65533,65529,996,120,65532,42,36
15714046,11/10/24_10:20:6.909,0,0,130,1,65526,65533,65529,996,120,65532,47,31
15822039,11/10/24_10:20:7.9,0,0,130,1,65526,65533,65529,997,121,65532,47,37
15922043,11/10/24_10:20:7.109,0,0,130,1,65526,65533,65529,996,121,65532,42,36
16022042,11/10/24_10:20:7.209,0,0,130,1,65526,65533,65529,996,120,65532,48,38
16122040,11/10/24_10:20:7.309,0,0,130,1,65526,65533,65529,996,121,65532,42,37
16222046,11/10/24_10:20:7.409,0,0,130,1,65526,65533,65529,996,121,65532,37,32
16324053,11/10/24_10:20:7.509,0,0,130,1,65526,65533,65529,996,121,65532,47,36
16447043,11/10/24_10:20:7.629,0,0,130,1,65526,65533,65529,996,121,65532,42,32
16547059,11/10/24_10:20:7.729,0,0,130,1,65526,65533,65529,996,121,65532,47,32
16649043,11/10/24_10:20:7.849,0,0,130,1,65526,65533,65529,996,121,65532,47,37
16749044,11/10/24_10:20:7.949,0,0,130,1,65526,65533,65529,996,121,65532,47,42
16849042,11/10/24_10:20:8.49,0,0,130,1,65526,65533,65529,996,121,65532,42,36
16949045,11/10/24_10:20:8.129,0,0,130,1,65526,65533,65529,996,121,65532,47,37
17049046,11/10/24_10:20:8.249,0,0,130,1,65526,65533,65529,996,121,65532,42,37
17157047,11/10/24_10:20:8.349,0,0,130,1,65526,65533,65529,996,121,65532,47,37
17257040,11/10/24_10:20:8.449,0,0,130,1,65526,65533,65529,996,121,65532,47,37
17357054,11/10/24_10:20:8.549,0,0,130,1,65526,65533,65529,996,121,65532,47,36
17462047,11/10/24_10:20:8.649,0,0,130,1,65526,65533,65529,996,121,65532,47,37
17562050,11/10/24_10:20:8.749,0,0,130,1,65526,65533,65529,996,121,65532,42,36
17662040,11/10/24_10:20:8.849,0,0,130,1,65526,65533,65529,996,121,65532,47,32
17778050,11/10/24_10:20:8.969,0,0,130,1,65526,65533,65529,996,121,65532,47,37
17878059,11/10/24_10:20:9.69,0,0,130,1,65526,65533,65529,996,121,65532,42,42
17983043,11/10/24_10:20:9.169,0,0,130,1,65526,65533,65529,996,121,65532,43,38
18083039,11/10/24_10:20:9.269,0,0,130,1,65526,65533,65529,996,121,65532,47,37
18183053,11/10/24_10:20:9.369,0,0,130,1,65526,65533,65529,996,121,65532,42,31
18284043,11/10/24_10:20:9.469,0,0,130,1,65526,65533,65529,996,121,65532,47,42
18384050,11/10/24_10:20:9.569,0,0,130,1,65526,65533,65529,996,121,65532,47,32
18499043,11/10/24_10:20:9.689,0,0,130,1,65526,65533,65529,996,121,65532,47,36
18599052,11/10/24_10:20:9.789,0,0,130,1,65526,65533,65529,996,121,65532,47,31
18757052,11/10/24_10:20:9.949,0,0,130,1,65526,65533,65529,996,122,65532,42,37
18880042,11/10/24_10:20:10.69,0,0,130,1,65526,65533,65529,996,122,65532,42,37
18980047,11/10/24_10:20:10.169,0,0,130,1,65526,65533,65529,996,122,65532,42,32
19083040,11/10/24_10:20:10.269,0,0,130,1,65526,65533,65529,996,122,65532,47,37
19196042,11/10/24_10:20:10.389,0,0,130,1,65526,65533,65529,996,122,65532,47,37
19296044,11/10/24_10:20:10.489,0,0,130,1,65526,65533,65529,996,122,65532,47,37
19400042,11/10/24_10:20:10.589,0,0,130,1,65526,65533,65529,996,122,65532,47,31
19500039,11/10/24_10:20:10.689,0,0,130,1,65526,65533,65529,996,122,65532,42,37
19606042,11/10/24_10:20:10.789,0,0,130,1,65526,65533,65529,996,122,65532,47,37
19759600,11/10/24_10:20:10.949,0,0,130,1,65526,65533,65529,996,122,65532,42,37
19859045,11/10/24_10:20:11.49,0,0,130,1,65526,65533,65529,996,122,65532,42,37
19959045,11/10/24_10:20:11.149,0,0,130,1,65526,65533,65529,996,122,65532,42,36
20059041,11/10/24_10:20:11.249,0,0,130,0,65526,65533,65529,996,122,65532,42,31
20161045,11/10/24_10:20:11.349,0,0,130,1,65526,65533,65529,996,122,65532,47,37
20277049,11/10/24_10:20:11.469,0,0,130,0,65526,65533,65529,996,122,65532,42,37
20377045,11/10/24_10:20:11.569,0,0,130,1,65526,65533,65529,996,122,65532,42,37
20482039,11/10/24_10:20:11.669,0,0,130,1,65526,65533,65529,996,122,65532,42,42
20582050,11/10/24_10:20:11.769,0,0,130,0,65526,65533,65529,996,122,65532,47,32
20690056,11/10/24_10:20:11.889,0,0,130,0,65526,65533,65529,996,123,65532,47,37
20792041,11/10/24_10:20:11.969,0,0,130,1,65526,65533,65529,996,123,65532,42,42
20892042,11/10/24_10:20:12.89,0,0,130,1,65526,65533,65529,996,123,65532,47,36
20992048,11/10/24_10:20:12.189,0,0,130,0,65526,65533,65529,996,123,65532,47,31
21104042,11/10/24_10:20:12.289,0,0,130,1,65526,65533,65529,996,123,65532,42,37
21204043,11/10/24_10:20:12.389,0,0,130,0,65526,65533,65529,996,123,65532,47,32
21310042,11/10/24_10:20:12.509,0,0,130,0,65526,65533,65529,996,123,65532,48,32
21410046,11/10/24_10:20:12.609,0,0,130,0,65526,65533,65529,996,123,65532,53,32
21514043,11/10/24_10:20:12.709,0,0,130,0,65526,65533,65529,996,123,65532,47,31
21615040,11/10/24_10:20:12.809,0,0,130,0,65526,65533,65529,996,123,65532,42,37
21715043,11/10/24_10:20:12.909,0,0,130,0,65526,65533,65529,996,123,65532,41,31
21822043,11/10/24_10:20:13.9,0,0,130,0,65526,65533,65529,996,123,65532,42,31
21922039,11/10/24_10:20:13.109,0,0,130,0,65526,65533,65529,996,123,65532,47,42
22022048,11/10/24_10:20:13.209,0,0,130,0,65526,65533,65529,996,123,65532,42,42
22126043,11/10/24_10:20:13.309,0,0,130,0,65526,65533,65529,996,123,65532,42,42
22226042,11/10/24_10:20:13.409,0,0,130,0,65526,65533,65529,996,123,65532,46,36
22326040,11/10/24_10:20:13.509,0,0,130,0,65526,65533,65529,996,123,65532,42,37
22444042,11/10/24_10:20:13.629,0,0,130,0,65526,65533,65529,996,123,65532,47,36
22544043,11/10/24_10:20:13.729,0,0,130,0,65526,65533,65529,996,123,65532,47,37
22644049,11/10/24_10:20:13.829,0,0,130,0,65526,65533,65529,996,123,65532,42,32
22744042,11/10/24_10:20:13.929,0,0,130,0,65526,65533,65529,996,123,65532,42,37
22844043,11/10/24_10:20:14.29,0,0,130,0,65526,65533,65529,996,123,65532,47,36
22944043,11/10/24_10:20:14.129,0,0,130,0,65526,65533,65529,996,123,65532,42,37
23044039,11/10/24_10:20:14.229,0,0,130,0,65526,65533,65529,996,123,65532,47,32
23152043,11/10/24_10:20:14.349,0,0,130,0,65526,65533,65529,997,123,65532,42,37
23252043,11/10/24_10:20:14.449,0,0,130,0,65526,65533,65529,996,123,65532,42,37
23352045,11/10/24_10:20:14.549,0,0,130,0,65526,65533,65529,996,123,65532,42,37
23456044,11/10/24_10:20:14.649,0,0,130,0,65526,65533,65529,996,123,65532,43,38
23556043,11/10/24_10:20:14.749,0,0,130,0,65526,65533,65529,996,123,65532,47,36
23668043,11/10/24_10:20:14.849,0,0,130,0,65526,65533,65529,996,123,65532,42,37
23777067,11/10/24_10:20:14.969,0,0,130,0,65526,65533,65529,996,123,65532,47,31
23877052,11/10/24_10:20:15.69,0,0,130,0,65526,65533,65529,997,123,65532,47,36
23978046,11/10/24_10:20:15.169,0,0,130,0,65526,65533,65529,996,123,65532,47,37
24078054,11/10/24_10:20:15.269,0,0,130,0,65526,65533,65529,996,123,65532,42,37
24196039,11/10/24_10:20:15.369,0,0,130,0,65526,65533,65529,996,123,65532,42,36
24304067,11/10/24_10:20:15.489,0,0,130,0,65526,65533,65529,996,123,65532,47,31
24404042,11/10/24_10:20:15.579,0,0,130,0,65526,65533,65529,996,123,65532,42,37
24512048,11/10/24_10:20:15.709,0,0,130,0,65526,65533,65529,996,123,65532,42,37
24612054,11/10/24_10:20:15.809,0,0,130,0,65526,65533,65529,996,123,65532,47,37
24718049,11/10/24_10:20:15.909,0,0,130,0,65526,65533,65529,996,123,65532,47,37
24819045,11/10/24_10:20:16.9,0,0,130,0,65526,65533,65529,996,123,65532,47,32
24919044,11/10/24_10:20:16.109,0,0,130,0,65526,65533,65529,996,123,65532,42,36
25041773,11/10/24_10:20:16.229,0,0,130,0,65526,65533,65529,997,123,65532,47,32
25141042,11/10/24_10:20:16.329,0,0,130,0,65526,65533,65529,996,123,65532,42,31
25249048,11/10/24_10:20:16.449,0,0,130,0,65526,65533,65529,996,123,65532,42,31
25349049,11/10/24_10:20:16.549,0,0,130,0,65526,65533,65529,996,124,65532,47,32
25455039,11/10/24_10:20:16.649,0,0,130,0,65526,65532,65529,996,123,65532,47,42
25555042,11/10/24_10:20:16.749,0,0,130,0,65526,65532,65529,996,123,65532,42,36
25655043,11/10/24_10:20:16.849,0,0,130,0,65526,65533,65529,996,123,65532,47,37
25755039,11/10/24_10:20:16.929,0,0,130,0,65526,65533,65529,996,124,65532,42,37
25855050,11/10/24_10:20:17.49,0,0,130,0,65526,65533,65529,996,124,65532,42,42
25968044,11/10/24_10:20:17.149,0,0,130,0,65526,65533,65529,997,124,65532,47,37
26068053,11/10/24_10:20:17.249,0,0,130,0,65526,65533,65529,996,124,65532,42,36
26168048,11/10/24_10:20:17.349,0,0,130,0,65526,65533,65529,996,124,65532,42,36
26276049,11/10/24_10:20:17.469,0,0,130,0,65526,65533,65529,996,124,65532,47,36
26403047,11/10/24_10:20:17.589,0,0,130,0,65527,65533,65528,996,124,65533,42,37
26503042,11/10/24_10:20:17.679,0,0,130,0,65526,65533,65529,996,124,65532,47,36
26606040,11/10/24_10:20:17.789,0,0,130,0,65526,65533,65529,996,124,65532,42,36
26706042,11/10/24_10:20:17.889,0,0,130,0,65526,65533,65529,996,124,65532,42,37
26806042,11/10/24_10:20:17.989,0,0,130,0,65526,65533,65529,996,124,65532,42,42
26906052,11/10/24_10:20:18.89,0,0,130,0,65526,65533,65529,996,124,65532,47,37
27006040,11/10/24_10:20:18.189,0,0,130,0,65526,65533,65529,996,124,65533,43,32
27106044,11/10/24_10:20:18.289,0,0,130,0,65526,65533,65529,996,124,65532,42,37
27206044,11/10/24_10:20:18.389,0,0,130,0,65526,65533,65529,996,124,65532,47,36
27314040,11/10/24_10:20:18.509,0,0,130,0,65526,65533,65529,996,124,65532,47,37
27414043,11/10/24_10:20:18.609,0,0,130,0,65526,65533,65529,996,124,65532,47,37
27514042,11/10/24_10:20:18.709,0,0,130,0,65526,65533,65529,996,124,65532,47,37
27614043,11/10/24_10:20:18.809,0,0,130,0,65526,65533,65529,996,124,65532,47,37
27714043,11/10/24_10:20:18.909,0,0,130,0,65526,65533,65529,996,124,65532,42,37
27824181,11/10/24_10:20:19.9,0,0,130,0,65526,65533,65529,996,124,65532,43,38
27928045,11/10/24_10:20:19.109,0,0,130,0,65526,65533,65529,996,124,65532,42,36
28028049,11/10/24_10:20:19.209,0,0,130,0,65526,65533,65529,996,124,65532,42,36
28131044,11/10/24_10:20:19.329,0,0,130,0,65526,65533,65529,996,124,65532,42,37
28231047,11/10/24_10:20:19.429,0,0,130,0,65526,65533,65529,996,124,65532,47,31
28331045,11/10/24_10:20:19.529,0,0,130,0,65526,65533,65529,996,124,65532,47,37
28442041,11/10/24_10:20:19.629,0,0,130,0,65526,65533,65529,996,124,65532,42,32
28542042,11/10/24_10:20:19.729,0,0,130,0,65526,65533,65529,996,124,65532,47,36
28660042,11/10/24_10:20:19.849,0,0,130,0,65526,65533,65529,996,124,65533,42,37
28760063,11/10/24_10:20:19.949,0,0,130,0,65526,65533,65529,996,124,65532,42,32
28864706,11/10/24_10:20:20.49,0,0,130,0,65526,65533,65529,996,124,65532,47,31
28965047,11/10/24_10:20:20.149,0,0,130,0,65526,65533,65529,996,124,65532,47,37
29073052,11/10/24_10:20:20.269,0,0,130,0,65526,65533,65529,996,124,65532,42,36
29173042,11/10/24_10:20:20.369,0,0,130,0,65526,65533,65529,996,124,65532,47,36
29288046,11/10/24_10:20:20.459,0,0,130,0,65526,65533,65529,996,124,65532,42,36
29388045,11/10/24_10:20:20.569,0,0,130,0,65526,65533,65529,996,124,65532,42,37
29491042,11/10/24_10:20:20.689,0,0,130,0,65526,65533,65529,996,124,65532,47,37
29591041,11/10/24_10:20:20.749,0,0,130,0,65526,65533,65529,996,124,65532,47,36
29691043,11/10/24_10:20:20.889,0,0,130,0,65526,65533,65529,996,124,65532,48,38
29794042,11/10/24_10:20:20.989,0,0,130,0,65526,65533,65529,996,124,65532,42,37
29894044,11/10/24_10:20:21.89,0,0,130,0,65526,65533,65529,996,124,65532,47,31
30016039,11/10/24_10:20:21.209,0,0,130,0,65526,65533,65529,996,124,65532,42,37
30116044,11/10/24_10:20:21.309,0,0,130,0,65526,65533,65529,996,124,65532,47,31
30216044,11/10/24_10:20:21.409,0,0,130,0,65526,65533,65529,996,124,65532,42,36
30342290,11/10/24_10:20:21.529,0,0,130,0,65526,65533,65529,996,124,65532,42,37
30442039,11/10/24_10:20:21.629,0,0,130,0,65526,65533,65529,996,124,65532,43,32
30542043,11/10/24_10:20:21.729,0,0,130,0,65526,65533,65529,996,124,65532,47,36
30642043,11/10/24_10:20:21.829,0,0,130,0,65526,65533,65529,996,124,65532,47,36
30755049,11/10/24_10:20:21.949,0,0,130,0,65526,65533,65529,996,124,65532,42,37
30855040,11/10/24_10:20:22.49,0,0,130,0,65526,65533,65529,996,124,65532,42,32
30955044,11/10/24_10:20:22.149,0,0,130,0,65526,65533,65529,996,125,65532,47,42
31055042,11/10/24_10:20:22.249,0,0,130,0,65526,65533,65529,996,124,65532,47,42
31155042,11/10/24_10:20:22.349,0,0,130,0,65526,65533,65529,996,125,65532,52,36
31255041,11/10/24_10:20:22.449,0,0,130,0,65526,65533,65529,996,125,65532,47,37
31364044,11/10/24_10:20:22.549,0,0,130,0,65526,65533,65529,996,125,65532,47,36
31464044,11/10/24_10:20:22.649,0,0,130,0,65526,65533,65529,996,125,65532,47,32
31564042,11/10/24_10:20:22.749,0,0,130,0,65526,65533,65529,996,125,65532,42,32
31668046,11/10/24_10:20:22.849,0,0,130,0,65526,65533,65529,996,125,65532,47,31
31768046,11/10/24_10:20:22.949,0,0,130,0,65526,65533,65529,996,125,65532,42,37
31868043,11/10/24_10:20:23.49,0,0,130,0,65526,65533,65529,996,125,65532,47,36
31968043,11/10/24_10:20:23.149,0,0,130,0,65526,65533,65529,996,125,65532,42,37
32075043,11/10/24_10:20:23.269,0,0,130,0,65526,65533,65529,996,125,65532,42,36
32175042,11/10/24_10:20:23.369,0,0,130,0,65526,65533,65529,996,125,65532,47,37
32275050,11/10/24_10:20:23.449,0,0,130,0,65526,65533,65529,996,125,65532,42,37
32376044,11/10/24_10:20:23.569,0,0,130,0,65526,65533,65529,996,125,65532,47,31
32476042,11/10/24_10:20:23.669,0,0,130,0,65526,65533,65529,996,125,65532,42,36
32576044,11/10/24_10:20:23.749,0,0,130,0,65526,65533,65529,996,125,65532,47,37
32685047,11/10/24_10:20:23.869,0,0,130,0,65526,65533,65529,996,125,65532,42,36
32785048,11/10/24_10:20:23.969,0,0,130,0,65526,65533,65529,996,125,65532,42,37
32897046,11/10/24_10:20:24.89,0,0,130,0,65526,65533,65529,996,125,65532,42,36
33003043,11/10/24_10:20:24.189,0,0,130,0,65526,65533,65529,996,125,65532,42,37
33103040,11/10/24_10:20:24.289,0,0,130,0,65526,65533,65529,996,125,65532,43,38
33203047,11/10/24_10:20:24.389,0,0,130,0,65526,65533,65529,996,125,65532,47,32
33303042,11/10/24_10:20:24.489,0,0,130,0,65526,65533,65529,996,125,65532,47,36
33411042,11/10/24_10:20:24.569,0,0,130,0,65526,65533,65529,996,125,65532,47,37
33518046,11/10/24_10:20:24.709,0,0,130,0,65526,65533,65529,996,125,65532,42,32
33618059,11/10/24_10:20:24.809,0,0,130,0,65526,65533,65529,996,125,65532,42,32
33724045,11/10/24_10:20:24.909,0,0,130,0,65526,65533,65529,996,125,65532,42,37
33824054,11/10/24_10:20:25.9,0,0,130,0,65526,65533,65529,996,125,65532,47,32
33933044,11/10/24_10:20:25.129,0,0,130,0,65526,65533,65529,996,125,65532,47,32
34042052,11/10/24_10:20:25.229,0,0,130,0,65526,65533,65529,996,125,65532,47,32
34142042,11/10/24_10:20:25.329,0,0,130,0,65526,65533,65529,996,125,65532,47,37
34242040,11/10/24_10:20:25.429,0,0,130,0,65526,65533,65529,996,125,65532,42,37
34342043,11/10/24_10:20:25.529,0,0,130,0,65526,65533,65529,996,125,65532,47,37
34442044,11/10/24_10:20:25.629,0,0,130,0,65526,65533,65529,996,125,65532,42,37
